8,-73.994192,40.720077,-73.993356,40.742642,1
11,-73.978433,40.744781,-74.004713,40.734328,1
10,-73.956172,40.771965,-73.991027,40.751035,2
5,-73.949937,40.784427,-73.948735,40.773738,5
8,-73.967647,40.763077,-73.977438,40.787097,2
6,-73.95918,40.783258,-73.980993,40.780903,2
5,-73.988837,40.739647,-73.989742,40.730037,1
8,-73.98264,40.723124,-73.971274,40.751282,1
5,-73.974822,40.782992,-73.988402,40.769227,1
5,-73.982225,40.776908,-73.984997,40.759972,1
14,-73.947043,40.780107,-73.989034,40.751587,2
5,-73.982179,40.77251,-73.973662,40.787082,1
5,-73.96087,40.769898,-73.94866,40.773777,1
3,-73.963823,40.774163,-73.957648,40.782628,1
14,-73.995322,40.717318,-73.960953,40.779729,4
8,-73.982135,40.745333,-73.963912,40.773777,1
6,-73.988243,40.769698,-73.969718,40.794668,1
8,-73.979004,40.740584,-73.996274,40.722019,2
6,-73.995955,40.742639,-74.005746,40.737688,1
11,-73.95358,40.787823,-73.993073,40.733813,5
25,-73.992978,40.734014,-73.937684,40.8498,1
10,-73.979999,40.76107,-73.962944,40.804157,4
4,-73.997803,40.736132,-73.986897,40.733798,5
4,-73.990202,40.761666,-73.996419,40.753257,1
16,-73.997247,40.724292,-73.926185,40.700972,1
6,-73.989065,40.726842,-74.00525,40.735983,1
16,-74.00193,40.719245,-73.977633,40.75473,2
4,-74.008841,40.715966,-74.011749,40.707133,1
21,-74.006705,40.744221,-73.939359,40.848708,1
5,-73.9748,40.750257,-73.969662,40.762779,1
9,-73.976324,40.754069,-73.970944,40.788682,1
7,-73.983837,40.761012,-74.004348,40.742474,3
11,-73.986323,40.770663,-74.009995,40.721277,1
5,-73.984982,40.74488,-73.976661000000007,40.753727,1
8,-73.994115,40.751183,-73.984427,40.732952,1
4,-73.970588,40.756252,-73.964007,40.75705,1
19,-74.015903,40.71141,-73.954777,40.765363,1
6,-73.137393,41.366138,-73.974598,40.751311,1
10,-74.008332,40.711735,-73.991492,40.750455,5
3,-73.981187,40.759337,-73.98588,40.75865,2
2,-73.984812,40.761863,-73.983783,40.761427,1
4,-73.998965,40.73831,-73.997162,40.747027,2
6,-73.989238,40.7368,-74.001864,40.750719,4
4,-73.996512,40.723685,-73.99915,40.734047,1
6,-74.015528,40.714388,-74.012423,40.702505,1
15,-73.999345,40.738815,-73.971735,40.761948,5
6,-73.986912,40.766612,-73.97935,40.752851,1
6,-73.990645,40.742345,-74.002889,40.733635,1
5,-74.015108,40.709349,-74.008938,40.71921,1
2,-73.99222,40.759068,-73.99222,40.759068,2
8,-73.982624,40.763016,-73.983835,40.739079,1
14,-73.958134,40.773233,-73.93724,40.829421,1
4,-73.998613,40.744645,-74.004597,40.751822,2
26,-73.989854,40.749805,-73.800605,40.736656,1
15,-74.005095,40.74088,-73.947215,40.721955,1
9,-73.958947,40.781008,-73.987687,40.741191,1
6,-73.968688,40.767389,-73.984171,40.767213,1
4,-73.974815,40.750195,-73.978293,40.754703,1
4,-73.993822,40.751627,-73.98927,40.762633,2
8,-73.97438,40.753105,-73.997435,40.727205,1
12,-73.971673,40.758533,-73.988737,40.764047,1
4,-73.990897,40.75019,-73.98545,40.751833,1
4,-73.958259,40.768903,-73.954744,40.779351,1
5,-73.992826,40.751271,-73.982786,40.742432,1
5,-73.992826,40.751271,-73.982786,40.742432,1
31,-73.873027,40.773883,-73.984545,40.769545,3
31,-73.873027,40.773883,-73.984545,40.769545,3
5,-73.97936,40.763165,-73.973647,40.752753,2
7,-73.985089,40.748077,-73.98559,40.759619,1
6,-73.982156,40.769672,-73.976453,40.787481,1
16,-73.981927,40.763605,-73.929015,40.77592,3
5,-73.996707,40.690893,-73.984642,40.683667,1
2,-73.977417,40.757653,-73.974607,40.756757,1
7,-73.980712,40.744863,-73.991101,40.76021,1
5,-73.96548,40.760387,-73.953532,40.767275,2
